weight,cheese_year,canton,cheese_type
176.0438969411682,2019,Zurich,Vacherin
942.3458404305634,2019,Fribourg,Vacherin
223.66713703402195,2021,Zurich,Vacherin
962.9922213181724,2022,Zurich,Emmental
820.795758476587,2024,Fribourg,Emmental
634.3138040197186,2020,Fribourg,Emmental
804.3616941665922,2023,Fribourg,Gruyere
815.6033550847773,2024,Zurich,Vacherin
951.4243565355972,2024,Zurich,Gruyere
328.0450184552685,2020,Valais,Vacherin
631.0683058224782,2020,Valais,Emmental
185.5442778079611,2020,Neuchatel,Vacherin
654.5491300217092,2023,Valais,Emmental
254.16217368350993,2023,Valais,Emmental
608.4555503251977,2021,Valais,Emmental
615.1874626304648,2019,Zurich,Emmental
519.3866376831046,2022,Fribourg,Emmental
570.3685979618106,2023,Neuchatel,Emmental
787.5310510059292,2021,Neuchatel,Gruyere
819.3202448608599,2020,Fribourg,Gruyere
542.9378940178863,2022,Neuchatel,Vacherin
639.634097370351,2022,Neuchatel,Emmental
938.1126121210916,2022,Zurich,Vacherin
207.76022965101055,2024,Zurich,Gruyere
205.39320931009945,2020,Neuchatel,Emmental
178.93811071969157,2022,Valais,Emmental
692.076956536475,2024,Fribourg,Vacherin
476.7474707113415,2020,Valais,Emmental
796.8892745276589,2020,Valais,Emmental
704.1082719777334,2019,Fribourg,Emmental
400.2739824954144,2021,Zurich,Gruyere
908.5298926253822,2019,Valais,Gruyere
786.278932363587,2023,Fribourg,Vacherin
343.4814468191581,2019,Zurich,Emmental
427.7728159948486,2023,Zurich,Emmental
382.9959821838366,2022,Neuchatel,Gruyere
241.8504837624997,2024,Valais,Emmental
233.00503528797248,2021,Valais,Vacherin
942.5147170381697,2021,Fribourg,Emmental
494.11363347887794,2020,Neuchatel,Emmental
444.98784049966883,2022,Valais,Gruyere
756.7171378096401,2020,Neuchatel,Vacherin
597.69375872761,2019,Neuchatel,Gruyere
942.525988154616,2024,Neuchatel,Vacherin
802.271344518453,2023,Zurich,Emmental
531.4326077120863,2019,Zurich,Emmental
438.7235261327436,2022,Valais,Emmental
987.9683904318898,2020,Zurich,Vacherin
745.9842124032791,2020,Valais,Gruyere
956.075194003457,2021,Zurich,Vacherin
206.63071949533722,2023,Fribourg,Vacherin
865.4803112717043,2019,Fribourg,Vacherin
673.3664955920868,2021,Valais,Gruyere
209.72951050160134,2024,Valais,Emmental
629.4321999722986,2021,Valais,Vacherin
717.4867285949039,2019,Valais,Vacherin
111.07241729974255,2021,Neuchatel,Gruyere
508.8861656575719,2023,Neuchatel,Gruyere
842.859560076689,2024,Zurich,Vacherin
365.82312280968085,2022,Neuchatel,Vacherin
512.693273618696,2019,Zurich,Emmental
498.08271436110385,2023,Fribourg,Emmental
371.73465229824245,2023,Zurich,Vacherin
926.5977059639988,2022,Neuchatel,Gruyere
803.1646318883643,2024,Valais,Gruyere
199.52956989649945,2023,Zurich,Gruyere
997.3311920538157,2020,Valais,Gruyere
891.2800218769707,2021,Fribourg,Emmental
355.51759407763507,2022,Fribourg,Gruyere
853.2069216948444,2021,Valais,Emmental
195.7775786842446,2022,Zurich,Vacherin
999.1942574268148,2023,Neuchatel,Vacherin
699.1162624958832,2019,Valais,Emmental
685.1125140029172,2022,Fribourg,Emmental
181.39665428571948,2019,Zurich,Gruyere
907.3300590069628,2022,Fribourg,Emmental
126.09955288402247,2021,Zurich,Gruyere
316.74525223703233,2020,Valais,Vacherin
228.7196876499715,2024,Fribourg,Vacherin
799.0911466229967,2020,Zurich,Gruyere
278.3838044916081,2019,Fribourg,Vacherin
919.5744044177967,2021,Valais,Vacherin
690.6421353947411,2023,Zurich,Emmental
132.5464394452266,2019,Valais,Emmental
104.88685071583042,2021,Neuchatel,Vacherin
146.49212531295905,2021,Neuchatel,Emmental
645.3326598829549,2024,Valais,Emmental
821.3336297734737,2019,Fribourg,Gruyere
314.6975385646496,2019,Neuchatel,Emmental
864.4679586307657,2022,Fribourg,Emmental
151.50874613793434,2020,Zurich,Gruyere
820.8674682775086,2023,Zurich,Emmental
935.0158871550524,2020,Zurich,Gruyere
794.8975591939425,2022,Zurich,Vacherin
728.3087055807734,2019,Valais,Emmental
854.1821967898447,2023,Zurich,Emmental
136.13616959235978,2022,Zurich,Emmental
281.6038996471499,2019,Valais,Emmental
212.43131137507876,2020,Fribourg,Gruyere
554.0778911736879,2019,Neuchatel,Emmental
770.6693154959601,2019,Fribourg,Vacherin
667.0106601187588,2023,Fribourg,Emmental
866.0179897857415,2021,Fribourg,Vacherin
239.6916931969818,2023,Neuchatel,Gruyere
761.1589827416454,2020,Zurich,Vacherin
273.7373417820137,2023,Fribourg,Emmental
343.6828761860202,2022,Fribourg,Emmental
738.9142275531735,2022,Fribourg,Vacherin
982.1843064088137,2023,Valais,Gruyere
650.3892453793626,2023,Fribourg,Emmental
149.05028349216605,2023,Zurich,Emmental
654.6780729347795,2023,Fribourg,Emmental
138.1154964221504,2021,Zurich,Emmental
895.7311402301355,2023,Zurich,Emmental
738.6204565905587,2024,Fribourg,Vacherin
255.8150617802529,2023,Zurich,Emmental
182.54890524177824,2022,Fribourg,Vacherin
265.1799059922871,2019,Fribourg,Emmental
982.0244615987732,2021,Valais,Gruyere
512.7045782126409,2019,Neuchatel,Gruyere
805.6728535072672,2019,Zurich,Gruyere
672.7675078969992,2021,Valais,Vacherin
615.1718349627736,2021,Zurich,Emmental
230.61722919854472,2022,Fribourg,Gruyere
951.4220082022855,2024,Fribourg,Emmental
371.20836926324614,2023,Valais,Emmental
620.215494226788,2021,Neuchatel,Emmental
729.7983501301595,2021,Zurich,Vacherin
684.309839720778,2023,Zurich,Gruyere
946.5349687259666,2020,Fribourg,Vacherin
233.5950909280522,2024,Valais,Gruyere
557.5174646022479,2023,Neuchatel,Gruyere
463.6309516666894,2023,Neuchatel,Emmental
526.7518565343563,2020,Valais,Vacherin
207.29577357797015,2022,Fribourg,Emmental
220.6851488854888,2023,Fribourg,Vacherin
350.2679912031316,2019,Neuchatel,Vacherin
374.23414338474817,2020,Fribourg,Emmental
485.11289231321496,2022,Zurich,Vacherin
649.8887923329654,2021,Fribourg,Emmental
671.1662056764367,2023,Neuchatel,Gruyere
470.6298069270132,2021,Zurich,Vacherin
467.9047984858274,2024,Fribourg,Emmental
295.86567402726575,2020,Fribourg,Emmental
629.4756235681074,2021,Valais,Emmental
385.3368201855141,2019,Valais,Gruyere
132.45385084962732,2020,Neuchatel,Vacherin
476.56003974117436,2020,Neuchatel,Gruyere
526.7194075811533,2023,Zurich,Emmental
303.03358138378985,2021,Valais,Vacherin
615.2121398099041,2020,Zurich,Gruyere
609.1947103887288,2020,Valais,Emmental
731.8019629993343,2022,Neuchatel,Emmental
683.153633981089,2023,Valais,Gruyere
687.1897508689284,2024,Neuchatel,Gruyere
384.5927366416388,2019,Valais,Gruyere
808.6889997873585,2024,Valais,Gruyere
594.2299452397115,2021,Zurich,Vacherin
488.2763756619011,2023,Zurich,Emmental
663.4112328469514,2019,Fribourg,Gruyere
424.5916010052288,2022,Fribourg,Vacherin
561.4653201460824,2024,Neuchatel,Vacherin
763.0351196339983,2019,Neuchatel,Emmental
897.7625980513369,2023,Valais,Vacherin
928.9514775656725,2019,Valais,Emmental
553.2696326647892,2024,Neuchatel,Emmental
568.2476032665122,2023,Valais,Gruyere
819.8833696874528,2024,Valais,Gruyere
383.0056225697811,2024,Valais,Gruyere
853.6441261105617,2020,Neuchatel,Gruyere
544.727481865681,2021,Fribourg,Vacherin
204.27105190174154,2023,Neuchatel,Gruyere
164.85323236564932,2020,Neuchatel,Vacherin
857.7938899355169,2020,Neuchatel,Gruyere
150.01112521619012,2019,Zurich,Vacherin
352.5502925202903,2024,Fribourg,Emmental
400.71703645139127,2020,Neuchatel,Vacherin
255.69500067243442,2021,Neuchatel,Vacherin
382.5040328217903,2021,Zurich,Vacherin
768.4233100525771,2021,Neuchatel,Gruyere
113.21455920406369,2023,Valais,Vacherin
844.4560820686178,2024,Neuchatel,Emmental
870.8932212171023,2022,Zurich,Gruyere
435.03541587239334,2024,Zurich,Emmental
238.25160915457133,2019,Neuchatel,Gruyere
640.7563671505728,2024,Valais,Gruyere
207.7053002784049,2019,Neuchatel,Gruyere
428.42742497042724,2019,Zurich,Gruyere
962.5862628108752,2019,Fribourg,Gruyere
995.9180253252734,2020,Zurich,Emmental
794.8944022191271,2024,Zurich,Emmental
379.8653589286896,2020,Neuchatel,Emmental
718.8985442494833,2023,Zurich,Gruyere
734.8657289356114,2021,Neuchatel,Emmental
449.05752564728476,2019,Zurich,Emmental
676.7997711275435,2021,Zurich,Gruyere
109.65488047810862,2020,Zurich,Vacherin
288.1518927420173,2020,Neuchatel,Emmental
572.5794726705351,2022,Valais,Gruyere
247.3761738324663,2023,Neuchatel,Gruyere
249.31618108888028,2022,Neuchatel,Vacherin
852.6738614952142,2020,Neuchatel,Vacherin
990.2197024152449,2023,Valais,Vacherin
600.3724852256036,2023,Zurich,Emmental
855.1627577935421,2020,Zurich,Vacherin
991.2894978936453,2024,Valais,Emmental
227.43629971189722,2024,Neuchatel,Gruyere
503.421051928916,2022,Neuchatel,Gruyere
453.3154442577279,2020,Neuchatel,Gruyere
172.04435528156654,2021,Fribourg,Gruyere
779.79715551527,2021,Valais,Gruyere
490.40112459033367,2020,Fribourg,Emmental
522.3942407713612,2020,Valais,Gruyere
235.60567643191618,2019,Valais,Gruyere
262.8339870077813,2019,Zurich,Gruyere
916.3932599405935,2023,Neuchatel,Gruyere
140.184180076851,2019,Neuchatel,Gruyere
309.5670564493356,2021,Valais,Gruyere
362.85339728307554,2021,Fribourg,Vacherin
541.1777881614278,2019,Valais,Gruyere
627.8006557133164,2023,Fribourg,Gruyere
543.9609782655999,2024,Valais,Emmental
175.70380110119382,2022,Valais,Gruyere
319.30070865014216,2023,Valais,Gruyere
859.229546286287,2020,Valais,Gruyere
673.8298304306131,2024,Neuchatel,Vacherin
684.234145120847,2023,Fribourg,Emmental
703.1829298162195,2021,Valais,Emmental
786.6127171355762,2023,Zurich,Emmental
152.2976335493026,2024,Valais,Gruyere
429.94754643935113,2022,Zurich,Vacherin
585.5746917355108,2020,Neuchatel,Vacherin
404.6108349675934,2020,Fribourg,Emmental
860.0309859584679,2020,Neuchatel,Vacherin
534.3152577285646,2020,Zurich,Emmental
791.7648305134412,2024,Valais,Emmental
866.8139651930521,2020,Neuchatel,Emmental
554.3123346131483,2024,Neuchatel,Emmental
918.5970194842149,2020,Valais,Emmental
628.4115464832826,2021,Valais,Emmental
865.2468689503496,2022,Zurich,Vacherin
406.53171603237183,2019,Zurich,Vacherin
548.9352626783367,2020,Valais,Vacherin
578.26993690412,2020,Fribourg,Emmental
194.48174430646353,2019,Valais,Gruyere
458.6972560313866,2023,Neuchatel,Vacherin
925.6039052965085,2022,Fribourg,Vacherin
667.7490163282681,2024,Fribourg,Vacherin
259.75592419327074,2024,Neuchatel,Vacherin
404.97007204864445,2021,Fribourg,Gruyere
272.44270869642986,2023,Neuchatel,Emmental
122.34081861871529,2019,Valais,Gruyere
934.714412653624,2021,Fribourg,Gruyere
503.38659543118433,2022,Neuchatel,Gruyere
376.7815651787075,2021,Fribourg,Vacherin
638.629472401963,2023,Neuchatel,Gruyere
106.58301066371408,2024,Valais,Emmental
350.21989594073244,2021,Neuchatel,Emmental
732.7301191290034,2020,Fribourg,Vacherin
670.3927957623366,2022,Neuchatel,Emmental
983.6253527882819,2024,Neuchatel,Gruyere
658.3219386922397,2024,Valais,Gruyere
529.7552862649595,2023,Zurich,Vacherin
785.2893068656069,2020,Neuchatel,Emmental
912.9950847676478,2020,Fribourg,Vacherin
748.6263520465164,2022,Neuchatel,Emmental
966.8901011944416,2021,Fribourg,Vacherin
803.8046536643595,2022,Valais,Vacherin
880.1212944357338,2024,Fribourg,Emmental
202.69366406527348,2022,Neuchatel,Emmental
759.172152694409,2021,Neuchatel,Vacherin
496.07982957463173,2024,Neuchatel,Emmental
597.7934221701477,2021,Fribourg,Vacherin
688.692168534121,2022,Fribourg,Vacherin
972.8336050350125,2019,Fribourg,Gruyere
986.1202732884622,2022,Zurich,Gruyere
359.4054209391147,2021,Neuchatel,Emmental
760.3781476941246,2019,Valais,Gruyere
774.9851841417418,2020,Fribourg,Vacherin
411.8435751817439,2023,Fribourg,Emmental
211.48279737779893,2020,Neuchatel,Vacherin
136.8522642571478,2019,Zurich,Gruyere
799.6088147762607,2019,Zurich,Emmental
540.7297676352152,2019,Fribourg,Gruyere
986.9861525454336,2021,Valais,Emmental
518.4761105742878,2021,Valais,Gruyere
980.1252811664563,2022,Fribourg,Vacherin
470.4184019746539,2022,Zurich,Vacherin
814.3139355039754,2022,Zurich,Vacherin
176.33734508064884,2024,Fribourg,Vacherin
599.9155391239875,2020,Zurich,Vacherin
821.8538082871518,2023,Zurich,Emmental
932.2315004978998,2019,Valais,Emmental
840.3247815556884,2024,Fribourg,Vacherin
133.2736544810568,2021,Zurich,Emmental
435.43210717606075,2021,Fribourg,Emmental
